Scheme_Code,ISIN_Div_Payout_ISIN_Growth,ISIN_Div_Reinvestment,Scheme_Name,Net_Asset_Value,Date,Scheme_Type,Scheme_Category,Mutual_Fund_Family
149658,-,INF173K01DB7,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Daily Income Distribution CUM Capital Withdrawal,1000.8893,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149664,INF173K01GU0,-,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,2197.8756,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149660,INF173K01DD3,INF173K01DE1,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Monthly Income Distribution CUM Capital Withdrawal Option,1027.1286,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149662,INF173K01GV8,INF173K01GW6,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Direct Plan - Income Distribution CUM Capital Withdrawal Option - Monthly,1027.2602,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149661,INF173K01DA9,-,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,2176.1579,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149738,-,INF903JA1JJ5,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Fortnightly IDCW,1025.8986,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149737,-,INF903JA1JH9,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Principal Units,1208.63,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149739,-,INF903JA1JF3,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Fortnightly IDCW,1025.7968,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149740,-,INF903JA1JG1,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Quarterly IDCW,1122.8323,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149659,-,INF173K01DC5,Sundaram Liquid Fund (Formerly Principal Cash Management Fund) - Weekly Income Distribution CUM Capital Withdrawal Option,1006.9479,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149665,-,INF173K01GY2,Sundaram Liquid Fund(Formerly Known as Principal Cash Management Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly,1007.4118,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
102672,INF277K01YD8,-,Tata Liquid Fund -Regular Plan - Growth Option,3883.2691,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Tata Mutual Fund
119861,INF277K01YE6,-,Tata Liquid Fund- Direct Plan-Growth Option,3926.2497,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Tata Mutual Fund
148842,-,INF0GCD01263,TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal,1167.8121,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
148841,INF0GCD01255,-,TRUSTMF Liquid Fund-Direct Plan-Growth,1205.8796,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
148839,INF0GCD01305,INF0GCD01297,TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal,1119.0232,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
148837,INF0GCD01271,INF0GCD01289,TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal,1141.1936,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
148834,-,INF0GCD01206,TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal,1124.7846,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
148833,INF0GCD01198,-,TRUSTMF Liquid Fund-Regular Plan-Growth,1199.7678,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
148843,INF0GCD01248,INF0GCD01230,TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal,1114.1678,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
148836,INF0GCD01214,INF0GCD01222,TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal,1101.8549,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Trust Mutual Fund
119305,INF582M01724,INF582M01708,Union Liquid Fund - Direct Plan - Fortnightly IDCW Option,1001.7973,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
119303,INF582M01674,-,Union Liquid Fund - Direct Plan - Growth Option,2399.7565,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
119302,INF582M01732,INF582M01716,Union Liquid Fund - Direct Plan - Monthly IDCW Option,1001.6023,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
119304,-,INF582M01690,Union Liquid Fund - Direct Plan - Weekly IDCW Option,1001.7243,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
115399,INF582M01062,INF582M01047,Union Liquid Fund - Fortnightly IDCW Option,1001.5976,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
115398,INF582M01013,-,Union Liquid Fund - Growth Option,2372.5799,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
115400,INF582M01070,INF582M01054,Union Liquid Fund - Monthly IDCW Option,1001.5876,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
115402,-,INF582M01039,Union Liquid Fund - Weekly IDCW Option,1001.8787,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Union Mutual Fund
134427,INF789FA1K63,INF789FA1K71,UTI Liquid Fund - Direct Plan - Annual IDCW,1793.8395,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
120558,-,INF789F01XP8,UTI Liquid Fund - Direct Plan - Daily IDCW (Reinvestment),1062.9691,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
141768,INF789FA1K89,INF789FA1K97,UTI Liquid Fund - Direct Plan - Flexi IDCW,1477.4869,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
140913,INF789FA1K06,INF789FA1K14,UTI Liquid Fund - Direct Plan - Fortnightly IDCW,1156.1221,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
140504,INF789FA1K48,INF789FA1K55,UTI Liquid Fund - Direct Plan - Half-Yearly IDCW,1401.2233,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
120794,INF789F01XR4,INF789F01XS2,UTI Liquid Fund - Direct Plan - Monthly IDCW,1051.3634,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
140024,INF789FA1K22,INF789FA1K30,UTI Liquid Fund - Direct Plan - Quarterly IDCW,1694.1589,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
120777,-,INF789F01XT0,UTI Liquid Fund - Direct Plan - Weekly IDCW,1266.6225,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
133973,INF789FA1J66,INF789FA1J74,UTI Liquid Fund - Regular Plan - Annual IDCW,1783.6384,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
102010,-,INF789F01PG3,UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment),1076.6347,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
140517,INF789FA1J82,INF789FA1J90,UTI Liquid Fund - Regular Plan - Flexi IDCW,1470.0356,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
139838,INF789FA1J09,INF789FA1J17,UTI Liquid Fund - Regular Plan - Fortnightly IDCW,1182.5568,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
144475,INF789FA1J41,INF789FA1J58,UTI Liquid Fund - Regular Plan - Half-Yearly IDCW,1241.8739,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
102011,INF789F01PI9,INF789F01PJ7,UTI Liquid Fund - Regular Plan - Monthly IDCW,1050.5011,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
135721,INF789FA1J25,INF789FA1J33,UTI Liquid Fund - Regular Plan - Quarterly IDCW,1684.1501,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
102013,-,INF789F01PK5,UTI Liquid Fund - Regular Plan - Weekly IDCW,1053.7203,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
120304,INF789F01XQ6,-,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,4078.8805,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
102012,INF789F01PH1,-,UTI-  Liquid Cash Plan - Regular Plan - Growth Option,4045.0748,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
102008,INF789F01BC2,INF789F01BA6,UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1075.6737,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
102009,INF789F01BB4,-,UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,3673.7425,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
102007,-,INF789F01AZ5,UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,1137.6652,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,UTI Mutual Fund
145969,-,INF03VN01019,WhiteOak Capital Liquid Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.9931,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145966,INF03VN01027,INF03VN01035,WhiteOak Capital Liquid Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.7599,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145971,INF03VN01043,-,WhiteOak Capital Liquid Fund- Direct plan-Growth Option,1334.2704,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145967,INF03VN01050,INF03VN01068,WhiteOak Capital Liquid Fund- Direct plan-Monthly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1003.4712,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145970,INF03VN01076,INF03VN01084,WhiteOak Capital Liquid Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1002.2371,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145963,-,INF03VN01092,WhiteOak Capital Liquid Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.998,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145965,INF03VN01100,INF03VN01118,WhiteOak Capital Liquid Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1003.6518,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145968,INF03VN01126,-,WhiteOak Capital Liquid Fund- Regular plan-Growth Option,1327.4364,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145972,INF03VN01134,INF03VN01142,WhiteOak Capital Liquid Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1003.9571,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
145964,INF03VN01159,INF03VN01167,WhiteOak Capital Liquid Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1002.2245,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,WhiteOak Capital Mutual Fund
150484,INF209KB17J2,-,Aditya Birla Sun Life Long Duration Fund-Direct Growth,12.1524,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Aditya Birla Sun Life Mutual Fund
150485,INF209KB18J0,INF209KB19J8,Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout,11.2999,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Aditya Birla Sun Life Mutual Fund
150482,INF209KB14J9,-,Aditya Birla Sun Life Long Duration Fund-Regular Growth,11.9954,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Aditya Birla Sun Life Mutual Fund
150483,INF209KB15J6,INF209KB16J4,Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout,11.1487,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Aditya Birla Sun Life Mutual Fund
151205,INF846K017M4,INF846K019M0,Axis Long Duration Fund - Direct Plan - Annual IDCW,1173.516,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151179,INF846K014L3,-,Axis Long Duration Fund - Direct Plan - Growth,1179.1133,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151202,INF846K019L2,INF846K011M7,Axis Long Duration Fund - Direct Plan - Monthly IDCW,1050.2689,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151204,INF846K013M3,INF846K015M8,Axis Long Duration Fund - Direct Plan - Quarterly IDCW,1162.7626,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151176,-,INF846K017L6,Axis Long Duration Fund - Direct Plan -Daily IDCW,1027.5183,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151206,INF846K016M6,INF846K018M2,Axis Long Duration Fund - Regular Plan - Annual IDCW,1164.4906,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151177,-,INF846K016L8,Axis Long Duration Fund - Regular Plan - Daily IDCW,1027.5352,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151178,INF846K015L0,-,Axis Long Duration Fund - Regular Plan - Growth,1169.9855,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151201,INF846K018L4,INF846K010M9,Axis Long Duration Fund - Regular Plan - Monthly IDCW,1031.9015,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
151203,INF846K012M5,INF846K014M1,Axis Long Duration Fund - Regular Plan - Quarterly IDCW,1153.6809,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Axis Mutual Fund
152520,INF194KB1HY2,-,Bandhan Long Duration Fund - Direct Plan - Growth,10.5112,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Bandhan Mutual Fund
152519,INF194KB1HZ9,INF194KB1IA0,Bandhan Long Duration Fund - Direct Plan - IDCW,10.5107,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Bandhan Mutual Fund
152518,INF194KB1HV8,-,Bandhan Long Duration Fund - Regular Plan - Growth,10.4919,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Bandhan Mutual Fund
152517,INF194KB1HW6,INF194KB1HX4,Bandhan Long Duration Fund - Regular Plan - IDCW,10.4919,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Bandhan Mutual Fund
151314,INF179KC1EW1,-,HDFC Long Duration Debt Fund - Growth Option,11.6252,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,HDFC Mutual Fund
151313,INF179KC1ET7,-,HDFC Long Duration Debt Fund - Growth Option - Direct Plan,11.6925,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,HDFC Mutual Fund
151311,INF179KC1EX9,INF179KC1EY7,HDFC Long Duration Debt Fund - IDCW Option,10.6506,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,HDFC Mutual Fund
151312,INF179KC1EU5,INF179KC1EV3,HDFC Long Duration Debt Fund - IDCW Option - Direct Plan,10.736,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,HDFC Mutual Fund
120743,INF109K017L8,-,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,91.3208,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,ICICI Prudential Mutual Fund
120747,INF109K010M1,INF109K011M9,ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW,12.8856,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,ICICI Prudential Mutual Fund
100365,INF109K01365,-,ICICI Prudential Long Term Bond Fund - Growth,83.8497,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,ICICI Prudential Mutual Fund
100367,INF109K01EZ8,INF109K01399,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,12.5251,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,ICICI Prudential Mutual Fund
152491,INF174KA1RF5,-,Kotak Long Duration Fund - Direct Plan - Growth,10.4732,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Kotak Mahindra Mutual Fund
152492,INF174KA1RG3,INF174KA1RH1,Kotak Long Duration Fund - Direct Plan - IDCW,10.4736,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Kotak Mahindra Mutual Fund
152489,INF174KA1RC2,-,Kotak Long Duration Fund - Regular Plan - Growth,10.4597,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Kotak Mahindra Mutual Fund
152490,INF174KA1RD0,INF174KA1RE8,Kotak Long Duration Fund - Regular Plan - IDCW,10.4599,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Kotak Mahindra Mutual Fund
143703,INF204KB1ZK1,INF204KB1ZL9,NIPPON INDIA NIVESH LAKSHYA FUND - ANNUAL IDCW Option,12.1915,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143711,INF204KB1YZ2,INF204KB1ZA2,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option,12.2138,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143701,INF204KB1YX7,INF204KB1YY5,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - HALF YEARLY IDCW Option,12.557,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143707,INF204KB1YR9,INF204KB1YS7,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option,17.1873,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143705,INF204KB1YT5,INF204KB1YU3,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option,11.7887,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143709,INF204KB1YV1,INF204KB1YW9,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option,11.6581,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143710,INF204KB1ZI5,INF204KB1ZJ3,NIPPON INDIA NIVESH LAKSHYA FUND - HALF YEARLY IDCW Option,12.5119,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143706,INF204KB1ZC8,INF204KB1ZD6,NIPPON INDIA NIVESH LAKSHYA FUND - IDCW Option,16.8534,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143712,INF204KB1ZE4,INF204KB1ZF1,NIPPON INDIA NIVESH LAKSHYA FUND - MONTHLY IDCW Option,11.7749,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143708,INF204KB1ZG9,INF204KB1ZH7,NIPPON INDIA NIVESH LAKSHYA FUND - QUARTERLY IDCW Option,11.6042,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143704,INF204KB1YQ1,-,Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option,17.1871,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
143702,INF204KB1ZB0,-,Nippon India Nivesh Lakshya Fund- Growth Option,16.8544,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,Nippon India Mutual Fund
151214,INF200KA16T4,-,SBI Long Duration Fund - Direct Plan - Growth,11.832,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,SBI Mutual Fund
151215,INF200KA17T2,INF200KA18T0,SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),11.8323,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,SBI Mutual Fund
151212,INF200KA13T1,-,SBI Long Duration Fund - Regular Plan - Growth,11.7423,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,SBI Mutual Fund
151213,INF200KA14T9,INF200KA15T6,SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),11.7426,31-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,SBI Mutual Fund
151525,INF789F1AYG4,INF789F1AYH2,UTI Long Duration Fund - Direct Plan - Annual IDCW Option,11.1124,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151523,INF789F1AYB5,-,UTI Long Duration Fund - Direct Plan - Growth Option,11.5843,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151530,INF789F1AYE9,INF789F1AYF6,UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option,11.5844,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151524,INF789F1AYC3,INF789F1AYD1,UTI Long duration Fund - Direct Plan - Quarterly IDCW Option,11.5843,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151531,INF789F1AXX1,INF789F1AXY9,UTI Long Duration Fund - Regular Plan - Annual IDCW Option,10.9564,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151532,INF789F1AXZ6,INF789F1AYA7,UTI Long Duration Fund - Regular Plan - Flexi IDCW Option,11.4266,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151527,INF789F1AXS1,-,UTI Long Duration Fund - Regular Plan - Growth Option,11.4264,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151529,INF789F1AXV5,INF789F1AXW3,UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option,11.4263,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
151528,INF789F1AXT9,INF789F1AXU7,UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option,11.4265,30-Aug-2024,Open Ended Schemes,Debt Scheme - Long Duration Fund,UTI Mutual Fund
119523,INF209K01XU7,-,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,680.1683,30-Aug-2024,Open Ended Schemes,Debt Scheme - Low Duration Fund,Aditya Birla Sun Life Mutual Fund
