Scheme_Code,ISIN_Div_Payout_ISIN_Growth,ISIN_Div_Reinvestment,Scheme_Name,Net_Asset_Value,Date,Scheme_Type,Scheme_Category,Mutual_Fund_Family
120040,INF336L01LK2,INF336L01CD6,HSBC Liquid Fund - Direct Weekly IDCW,1196.2622,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118907,INF336L01BL1,-,HSBC Liquid Fund - Growth,3547.1541,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118906,-,INF336L01BK3,HSBC Liquid Fund - IDCW,1019.3,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118909,-,INF336L01BS6,HSBC Liquid Fund - Institutional Daily IDCW,1562.8262,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118901,-,INF336L01BM9,HSBC Liquid Fund - Regular Daily IDCW,1001.3789,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118902,INF336L01BN7,-,HSBC Liquid Fund - Regular Growth,2458.5143,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118903,INF336L01BP2,INF336L01BO5,HSBC Liquid Fund - Regular Monthly IDCW,1003.4114,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118904,INF336L01LJ4,INF336L01BQ0,HSBC Liquid Fund - Regular Weekly IDCW,1108.4768,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
118908,-,INF336L01BR8,HSBC Liquid Fund - Weekly IDCW,1001.8084,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,HSBC Mutual Fund
120191,INF109K01Q31,INF109K01Q23,ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others,170.8472,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ICICI Prudential Mutual Fund
120197,INF109K01Q49,-,ICICI Prudential Liquid Fund - Direct Plan - Growth,368.3655,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ICICI Prudential Mutual Fund
120190,INF109K01Q98,-,ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW,100.2947,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ICICI Prudential Mutual Fund
103340,INF109K01VQ1,-,ICICI Prudential Liquid Fund - Growth,365.1036,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ICICI Prudential Mutual Fund
115505,INF109K01VU3,INF109K01VT5,ICICI Prudential Liquid Fund - IDCW Others,169.6811,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ICICI Prudential Mutual Fund
103342,INF109K01VS7,-,ICICI Prudential Liquid Fund - Weekly IDCW,100.2681,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ICICI Prudential Mutual Fund
122786,INF205K01UX5,-,Invesco India Liquid Fund - Bonus Option,3394.9378,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
120537,INF205K01MF9,-,Invesco India Liquid Fund - Direct Plan - Growth,3415.7665,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
120536,INF205K01MG7,INF205K01MH5,Invesco India Liquid Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1082.7131,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
120535,-,INF205K01MI3,Invesco India Liquid Fund - Direct Plan - Weekly IDCW (Reinvestment),1175.3931,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
104486,INF205K01HM5,-,Invesco India Liquid Fund - Growth,3388.7169,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
104492,INF205K01HQ6,INF205K01HP8,Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment),1003.5081,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
104488,INF205K01HG7,-,Invesco India Liquid Fund - Regular - Growth,3013.9836,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
104489,-,INF205K01HH5,Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment),1003.7606,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
139389,-,-,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,1618.7612,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
139387,-,-,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,1618.6762,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
104485,-,INF205K01HO1,Invesco India Liquid Fund - Weekly IDCW (Reinvestment),1019.4935,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Invesco Mutual Fund
147161,INF00XX01366,INF00XX01333,ITI Liquid Fund - Direct Plan - Annually IDCW Option,1297.365,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147157,INF00XX01283,-,ITI Liquid Fund - Direct Plan - Growth Option,1296.058,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147163,INF00XX01358,INF00XX01325,ITI Liquid Fund - Direct Plan - Monthly IDCW Option,1001.8893,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147159,-,INF00XX01309,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,1001.8889,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147162,INF00XX01275,INF00XX01242,ITI Liquid Fund - Regular Plan - Annually IDCW Option,1293.3135,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147155,INF00XX01259,INF00XX01226,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,1001.8676,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147153,INF00XX01192,-,ITI Liquid Fund - Regular Plan - Growth Option,1286.8146,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147156,INF00XX01267,INF00XX01234,ITI Liquid Fund - Regular Plan - Monthly IDCW Option,1001.1538,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
147164,-,INF00XX01218,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,1001.8679,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,ITI Mutual Fund
120410,INF192K01CN4,-,JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units,21.8692,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
120406,INF192K01CM6,-,JM Liquid Fund (Direct) - Growth Option,67.9987,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
120408,INF192K01CK0,INF192K01CL8,JM Liquid Fund (Direct) - Quarterly IDCW,38.6056,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
120407,INF192K01CI4,INF192K01CJ2,JM Liquid Fund (Direct) - Weekly IDCW,11.0162,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
100244,INF192K01866,INF192K01874,JM Liquid Fund (Regular) - Quarterly IDCW,38.1119,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
100247,INF192K01981,-,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,38.7077,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
100233,INF192K01841,INF192K01858,JM Liquid Fund (Regular) - Weekly IDCW,11.0136,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
100234,INF192K01882,-,JM Liquid Fund - Growth Option,67.3344,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
101549,INF192K01890,-,JM Liquid Fund (Regular) - Bonus Option - Principal Units,21.5607,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,JM Financial Mutual Fund
119766,INF174K01NE8,-,Kotak Liquid Fund - Growth - Direct,5027.8095,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Kotak Mahindra Mutual Fund
100835,INF174K01NI9,-,Kotak Liquid Fund Regular Plan Growth,4985.1519,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Kotak Mahindra Mutual Fund
120248,INF767K01DL5,INF767K01DM3,LIC MF Liquid Fund-Direct Plan-Daily IDCW,1033.3725,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,LIC Mutual Fund
120249,INF767K01DN1,-,LIC MF Liquid Fund-Direct Plan-Growth,4519.2357,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,LIC Mutual Fund
151930,INF397L01AK7,INF397L01AJ9,LIC MF Liquid Fund-Direct Plan-Monthly IDCW,1097.0369,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,LIC Mutual Fund
151932,INF397L01AM3,INF397L01AL5,LIC MF Liquid Fund-Direct Plan-Weekly IDCW,1015.8676,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,LIC Mutual Fund
101185,INF767K01IS9,-,LIC MF Liquid Fund-Regular Plan-Growth,4460.1249,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,LIC Mutual Fund
151928,INF397L01976,INF397L01968,LIC MF Liquid Fund-Regular Plan-Monthly IDCW,1080.5203,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,LIC Mutual Fund
151927,INF397L01950,INF397L01943,LIC MF Liquid Fund-Regular Plan-Weekly IDCW,1001.7134,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,LIC Mutual Fund
139535,-,INF174V01051,Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW,1140.7464,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mahindra Manulife Mutual Fund
139536,-,INF174V01069,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,1003.5444,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mahindra Manulife Mutual Fund
139538,INF174V01044,-,Mahindra Manulife Liquid Fund - Direct Plan -Growth,1620.49,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mahindra Manulife Mutual Fund
139534,-,INF174V01028,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,1000.5686,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mahindra Manulife Mutual Fund
139537,INF174V01010,-,Mahindra Manulife Liquid Fund - Regular Plan - Growth,1604.7712,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mahindra Manulife Mutual Fund
139541,-,INF174V01036,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,1009.9573,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mahindra Manulife Mutual Fund
118859,INF769K01CM1,-,Mirae Asset Liquid Fund - Direct Plan - Growth,2628.3714,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mirae Asset Mutual Fund
118862,-,INF769K01CP4,Mirae Asset Liquid Fund - Direct Plan - Weekly IDCW,1217.114,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mirae Asset Mutual Fund
118860,INF769K01CN9,INF769K01CQ2,Mirae Asset Liquid Fund - Direct Plan -Monthly IDCW,1135.9131,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mirae Asset Mutual Fund
111646,INF769K01788,-,Mirae Asset Liquid Fund - Regular Plan - Growth,2586.0279,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mirae Asset Mutual Fund
111645,INF769K01838,INF769K01820,Mirae Asset Liquid Fund - Regular Plan - Monthly IDCW,1153.5614,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mirae Asset Mutual Fund
111644,-,INF769K01812,Mirae Asset Liquid Fund - Regular Plan - Weekly IDCW,1153.3972,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Mirae Asset Mutual Fund
145834,INF247L01734,-,Motilal Oswal Liquid Fund - Direct Growth,13.2011,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
145946,INF247L01726,-,Motilal Oswal Liquid Fund - Regular Growth,13.0886,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
147441,-,-,Motilal Oswal Liquid Fund - Unclaimed Dividend- Upto 3 years,12.8339,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
147444,-,-,Motilal Oswal Liquid Fund - Unclaimed Redemption - Upto 3 years,12.5966,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146218,INF247L01791,INF247L01783,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,10.1238,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146226,-,INF247L01759,Motilal Oswal Liquid Fund Direct - IDCW Fortnightly Reinvestment,10.0204,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146223,INF247L01775,INF247L01767,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,10.0337,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146229,-,INF247L01809,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,10.0094,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146230,-,INF247L01825,Motilal Oswal Liquid Fund Regular - IDCW Fortnightly Reinvestment,10.0199,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146220,INF247L01841,INF247L01833,Motilal Oswal Liquid Fund Regular - IDCW Monthly Payout/Reinvestment,10.0336,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146222,INF247L01866,INF247L01858,Motilal Oswal Liquid Fund Regular - IDCW Quarterly Payout/Reinvestment,10.1211,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
146224,-,INF247L01874,Motilal Oswal Liquid Fund Regular - IDCW Weekly Reinvestment,10.0166,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Motilal Oswal Mutual Fund
119161,INF959L01GG9,INF959L01GH7,Navi Liquid Fund - Direct Plan Monthly IDCW - Payout,10.0164,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Navi Mutual Fund
119162,INF959L01GI5,INF959L01GJ3,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout,10.0151,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Navi Mutual Fund
112647,INF959L01GN5,INF959L01GO3,Navi Liquid Fund - Regular Plan Monthly IDCW,10.0163,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Navi Mutual Fund
112646,INF959L01GP0,INF959L01GQ8,Navi Liquid Fund - Regular Plan Weekly IDCW,10.0154,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Navi Mutual Fund
119164,INF959L01GF1,-,Navi Liquid Fund-Direct Plan-Growth Option,27.1265,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Navi Mutual Fund
112636,INF959L01GL9,-,Navi Liquid Fund-Regular Plan-Growth Option,26.8981,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Navi Mutual Fund
139386,INF959L01CN4,-,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,26.8348,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Navi Mutual Fund
100852,-,INF204K01UM1,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,1528.74,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
118695,-,INF204K01ZG2,NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,1528.74,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
118696,INF204K01ZI8,INF204K01ZJ6,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,1588.8842,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
118698,INF204K01ZK4,INF204K01ZL2,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,1018.2855,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
118700,-,INF204K01ZM0,NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,1530.8811,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
118701,INF204K01ZH0,-,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,6089.7884,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100855,INF204K01UO7,INF204K01UP4,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1585.5415,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
112340,INF204K01UQ2,INF204K01UR0,NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,1016.562,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100837,INF204K01UL3,-,Nippon India Liquid Fund - Retail Option - Growth Plan,5356.7085,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100842,-,INF204K01UJ7,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.28,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100843,INF204K01UT6,INF204K01UU4,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1327.7628,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100844,INF204K01UV2,INF204K01UW0,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1229.2248,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100838,-,INF204K01UK5,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.5158,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100853,-,INF204K01US8,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1530.8715,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
100851,INF204K01UN9,-,Nippon India Liquid Fund -Growth Plan,6019.0334,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Nippon India Mutual Fund
138297,INF223J01NR7,-,PGIM India Liquid Fund - Direct Plan - Daily Dividend,115.6582,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PGIM India Mutual Fund
138299,INF223J01NS5,-,PGIM India Liquid Fund - Direct Plan - Growth,324.519,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PGIM India Mutual Fund
138298,INF223J01NT3,INF223J01NU1,PGIM India Liquid Fund - Direct Plan - Monthly Dividend,116.3249,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PGIM India Mutual Fund
138301,INF223J01NV9,INF223J01NW7,PGIM India Liquid Fund - Direct Plan - Weekly Dividend,100.5425,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PGIM India Mutual Fund
138288,INF223J01BP6,-,PGIM India Liquid Fund - Growth,320.9426,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PGIM India Mutual Fund
138287,INF223J01BL5,-,PGIM India Liquid Fund - Monthly Dividend,116.8127,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PGIM India Mutual Fund
138289,INF223J01BU6,-,PGIM India Liquid Fund - Weekly Dividend,100.5416,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PGIM India Mutual Fund
143269,INF879O01068,-,Parag Parikh Liquid Fund- Direct Plan- Growth,1380.8687,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PPFAS Mutual Fund
143262,INF879O01076,INF879O01084,Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,1004.0689,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PPFAS Mutual Fund
143265,-,INF879O01134,Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW,1002.0675,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PPFAS Mutual Fund
143260,INF879O01035,-,Parag Parikh Liquid Fund- Regular Plan- Growth,1372.0647,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PPFAS Mutual Fund
143261,INF879O01043,INF879O01050,Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW,1004.0517,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PPFAS Mutual Fund
143266,-,INF879O01142,Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW,1002.05,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,PPFAS Mutual Fund
120837,INF966L01820,-,quant Liquid Fund - Growth Option - Direct Plan,39.986,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
103225,INF966L01317,-,quant Liquid Fund - Growth Option - Regular Plan,39.0513,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
120838,INF966L01796,INF966L01812,quant Liquid Fund - Monthly IDCW Option - Direct Plan,15.6337,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
103228,INF966L01291,INF966L01309,quant Liquid Fund - Monthly IDCW Option - Regular Plan,15.1605,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
120839,INF966L01788,INF966L01804,quant Liquid Fund - Weekly IDCW Option - Direct Plan,14.3772,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
103227,INF966L01499,INF966L01283,quant Liquid Fund - Weekly IDCW Option - Regular Plan,13.5481,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
120836,-,INF966L01770,quant Liquid Fund-Daily IDCW Option - Direct Plan,13.2676,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
103226,-,INF966L01275,quant Liquid Fund-Daily IDCW Option - Regular Plan,12.8483,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
148513,-,-,quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option,12.4353,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
148510,-,-,quant Liquid Fund-Unclaimed Dividend-Growth Option,12.4353,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
148511,-,-,quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option,12.4353,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
148512,-,-,quant Liquid Fund-Unclaimed Redemption Plan-Growth Option,12.4766,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,quant Mutual Fund
103736,-,INF082J01135,Quantum Liquid Fund - Direct Plan Daily IDCW,10.0085,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Quantum Mutual Fund
103734,INF082J01127,-,Quantum Liquid Fund - Direct Plan Growth Option,33.3624,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Quantum Mutual Fund
103735,INF082J01143,INF082J01200,Quantum Liquid Fund - Direct Plan Monthly IDCW,10.02,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Quantum Mutual Fund
141066,INF082J01309,-,Quantum Liquid Fund - Regular Plan Growth Option,33.1569,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Quantum Mutual Fund
141067,INF082J01325,INF082J01333,Quantum Liquid Fund - Regular Plan Monthly IDCW,10.0174,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Quantum Mutual Fund
152298,-,-,Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years,10.4895,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Quantum Mutual Fund
119804,INF200K01UR8,INF200K01US6,SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1271.523,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
119799,INF200K01UU2,INF200K01UV0,SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1329.8634,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
119800,INF200K01UT4,-,SBI Liquid Fund - DIRECT PLAN -Growth,3893.8064,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
105274,INF200K01LU1,-,SBI Liquid Fund - Institutional - Growth,3893.8727,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
105275,-,INF200K01LR7,SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW),1250.9446,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
105283,INF200K01LY3,INF200K01LZ0,SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1265.9194,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
105282,INF200K01MB9,INF200K01MC7,SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1324.0072,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
105280,INF200K01MA1,-,SBI Liquid Fund - REGULAR PLAN -Growth,3857.3912,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,SBI Mutual Fund
149744,-,INF903JA1JK3,Sundaram  Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Quarterly IDCW,1126.3683,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149742,-,INF903JA1JI7,Sundaram Liquid Fund (Formerly Known as  Principal Cash Management Fund) Regular Plan Principal Units,1204.5693,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
149663,-,INF173K01GT2,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund )- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily,1000.6367,01-Sep-2024,Open Ended Schemes,Debt Scheme - Liquid Fund,Sundaram Mutual Fund
